rainfall,temperature,soil_moisture,soil_pH,nitrogen,phosphorus,potassium,irrigation,crop_area,fertilizer,pesticide,sunlight,humidity,altitude,wind_speed,groundwater,crop_diversity,mechanization,yield_variance,avg_yield
1459.02,26.56,79.35,7.94,79.03,124.79,29.11,36.65,322.6,191.83,17.4,9.18,59.58,1561.96,36.46,64.02,0.35,89.33,1.12,8.3
1870.08,35.13,50.86,5.02,40.8,121.94,147.22,53.87,334.77,129.58,23.51,10.17,59.03,1111.79,43.94,43.37,0.06,39.34,6.37,4.3
1799.62,34.46,53.92,6.26,132.76,28.67,23.78,38.13,223.44,37.4,30.65,5.58,31.25,1499.88,23.57,96.45,0.44,94.4,5.15,8.81
432.54,36.1,50.05,6.93,102.76,94.55,77.51,70.62,84.06,168.46,18.15,7.8,22.84,493.86,7.08,47.53,0.26,71.18,4.14,5.15
455.44,14.81,11.08,8.51,33.93,143.45,114.6,72.81,477.79,141.92,5.5,7.98,47.95,735.36,0.23,85.55,0.86,99.9,4.89,5.64
1994.6,32.13,73.63,6.78,63.74,121.55,120.52,91.23,159.73,293.94,33.14,5.9,30.44,2333.04,9.23,71.25,0.28,97.09,6.96,7.35
1881.55,19.3,68.23,7.4,103.37,42.25,56.05,99.39,446.12,211.36,7.68,10.99,74.02,2533.32,4.31,91.3,0.04,7.55,6.95,6.78
1104.65,12.88,25.33,7.49,118.55,122.18,90.79,20.98,366.16,90.16,43.49,5.33,95.1,1197.73,23.74,23.91,0.64,84.58,3.07,9.81
670.19,33.23,58.25,5.49,50.57,11.83,118.82,85.57,304.98,278.98,26.6,8.7,49.8,300.25,43.54,17.91,0.78,23.48,0.81,1.81
1576.17,29.87,67.53,5.01,66.75,77.6,17.28,35.71,393.94,17.14,6.86,10.63,26.03,539.75,35.62,14.79,0.95,7.7,7.77,7.31
1849.27,18.21,31.42,6.1,113.9,32.08,67.23,58.76,309.42,128.98,48.95,6.62,28.86,2030.16,38.28,30.34,0.64,73.86,8.56,4.55
303.76,34.52,71.72,7.67,40.3,63.42,60.71,63.82,142.7,250.15,49.67,9.48,82.64,475.78,43.6,26.11,0.48,52.19,1.73,6.55
1706.8,33.14,53.25,6.71,93.46,22.28,89.91,14.71,168.65,174.52,29.92,6.57,38.34,1477.22,11.67,34.81,0.07,40.27,9.23,5.07
848.03,28.37,45.36,8.38,103.59,133.94,74.78,41.08,217.67,100.42,37.56,8.29,73.61,112.23,5.81,98.99,0.46,76.11,4.85,5.94
906.87,31.49,30.98,5.85,24.51,145.77,45.53,94.62,251.86,282.42,23.32,8.94,22.01,1311.78,26.63,72.91,0.31,62.45,5.63,9.69
1105.61,28.09,62.26,8.72,78.67,55.12,101.91,55.36,471.96,115.55,2.5,10.65,21.63,660.36,44.57,66.49,0.59,5.67,1.49,3.24
542.15,11.25,21.09,8.03,47.85,50.95,59.1,20.26,351.67,275.45,2.96,7.97,85,369.13,48.95,8.35,0.21,48.86,5.4,2.21
638.43,20.19,56,6.52,86.22,112.54,21.19,93.99,408.12,175.24,24.75,9.07,31.95,2671.81,49.37,80.39,0.54,76.16,5.14,2.52
732.43,36.47,20.05,4.62,69.18,18.01,36.52,46.89,122.79,244.42,43.37,5.23,64.81,2714.3,20.02,99.6,0.35,49.62,8.71,9.97
1968.1,26.39,32.56,5.83,44.33,79.44,125.29,90.91,329.09,278.76,20.69,5,70.38,2896.22,41.93,42.87,0.42,51.85,8.5,9.9
964.63,37.07,40.4,8.95,139.06,97.39,52.67,24.29,353.23,55.41,38.94,5.9,74.45,2813.02,47.14,10.46,0.71,41.54,7.37,7.81
1923.06,12.67,18.22,8.6,92.01,70.7,67.95,83.8,238.23,40.83,3.42,8.78,68.62,2455.68,27.03,1.21,0.77,88.62,3.67,2.88
441.12,21.22,22.86,4.46,133.57,143.28,139.52,48.35,208.35,192.73,23.67,5.12,29.76,53.37,30.36,63.16,0.64,80.14,6.27,8.04
913.17,34.45,57.76,5.79,88.25,16.82,136.43,80.4,335.56,47.45,49.14,10.24,89.47,1702.31,29.91,85.04,0.25,76.13,0.91,3.13
1331.15,16.52,19.97,6.83,49.26,90.98,58.44,20.29,385.84,83.72,31.81,7.96,74.09,150.5,41.07,1.21,0.01,74.18,7.84,3.11
834.05,18.2,56.35,7.35,61.54,22.12,27.65,51.07,18.63,230.87,38.96,5.6,75.44,2950.34,40.89,91.38,0.46,16.82,8.54,8.53
910.17,26.53,32.09,8.87,58.74,148.36,45.92,68.54,4.51,206.47,15.99,5.41,38.24,2693.09,15.4,69.3,0.36,55.62,0.29,8.64
1867.61,37.66,46.2,5.53,52.48,97.21,58.79,45.1,36.56,123.13,14.19,7.82,56.82,1585.54,25.32,10.7,0.23,63.64,5.28,7.06
1410.55,36.5,54.07,7.94,79.8,27.35,93.64,74.11,164.65,217.72,47.32,11.42,71.11,736.93,46.81,30.45,0.78,14.86,8.82,1.25
1556.76,18.04,57.67,5.03,118.37,64.22,29.88,95.14,112.83,94.39,45.13,5.72,85.07,1936.9,35.63,55.5,0.98,96.06,1.87,1.35
1015.81,19.48,12.1,4.63,107.67,143.99,140.5,82.55,163.05,196.66,33.82,7.62,88.03,2580.94,14.45,82.86,0.21,32.95,5.25,2.42
1319.52,33.93,38.12,8.26,113.91,92.64,123.76,57.59,404.49,108.21,27.77,11.39,86.29,2190.38,40.15,3.73,0.76,62.75,6.53,7.6
1773.33,33.85,14.24,7.14,41.7,101.84,16.98,35.99,376.02,76.3,31.44,6.18,54.02,1048.92,22.21,31.84,0.97,51.66,4.86,5.95
301.21,24.21,33.15,5.31,127.06,136.81,101.25,36.56,217.54,41.48,1.82,7.15,79.16,1684.52,22.17,4.65,0.47,53.69,1.3,4.2
1446.24,33.72,14.5,4.54,79.82,84.28,118.53,78.27,138.47,180.97,45.49,8.35,72.35,2700.6,38.44,41.95,0.69,35.49,9.73,1.34
1269.07,18.03,37.96,4.31,31.78,123,139.83,80.11,193.27,23.96,11.32,8.7,93.08,2734.31,22.51,11.92,0.8,7.42,1.2,2.39
1446.12,39.61,58.76,4.82,54.73,16.77,105.11,68.24,40.4,233.87,33.34,9.46,24.77,1580.26,28.77,19.39,0.15,46.08,4.72,4.05
803.07,22.59,46.57,4.57,45.66,25.51,32.15,57.58,102.18,155.29,12.36,11.22,66.02,1433.98,9.2,24.79,0.97,6.66,3.83,4.93
704.56,22.31,69.8,8.66,123.29,68.81,48.89,18.17,221.65,199.48,34.15,6.3,20.98,1831.92,47.28,14.65,0.29,99.67,6.37,7.44
707.11,18.51,59.93,6.3,19.11,27.17,26.51,22.55,50.4,138.6,24.16,6.17,29.07,17.78,40.74,54.17,0.77,60.84,7.98,8.34
1291.57,19.26,15.35,8.86,26.42,19.77,93.69,82.42,204.87,158.61,24.91,5.85,54.72,1255.57,9.32,46.36,0.73,86.83,2.74,8.59
791.68,20.55,25.72,7.19,37.97,68.88,94.23,81.68,200.68,246.57,3.73,9.16,21.9,484.38,20.31,76.33,0.91,71.11,8.73,3.46
1305.82,36.68,76.81,7.91,139.36,33.44,127.83,52.42,390.92,140.93,17.71,7.59,94.55,2147.31,13.53,63.08,0.3,84.15,6.51,4.71
1660.29,10.22,51.54,7.45,46.24,95.78,29.41,13.67,318.62,111.1,28.5,11.36,42.76,2050.97,28.04,80.1,0.9,50.84,2.3,2.99
430.42,10.31,68.56,6.74,107.76,83.7,140.3,75.99,146.99,212.32,6.98,7.44,94.21,2062.47,8.56,24.7,0.4,36.07,0.7,7.61
1160.48,22.94,34.62,7.87,43.39,25.82,45.18,56.09,475.18,80.25,21.88,5.3,23.86,2500.67,36.09,72.02,0.17,11.89,7.37,2.49
1093.13,13.18,62.91,8.75,110.67,102,127.6,15.57,1.59,21.64,22.67,11.09,49.22,2107.86,29.36,91.73,0.92,53.84,0.89,8.58
399.26,33.5,64.6,7.45,43.86,77.2,36.75,81.37,421.03,202.28,29.76,10.96,32.61,350.25,43.12,34.78,0.3,10.65,0.62,4.07
1388.2,11.53,36.18,6.25,51.92,130.96,60.69,86.97,79.05,206.28,32.4,10.28,82.57,2524.51,2.86,53.8,0.82,82.62,5.43,5.56
1413.36,37.93,70.11,5.13,55.02,45.57,36.39,37.82,14.12,131.11,34.83,11.3,40.69,200.01,24.94,14.27,0.66,74.32,0.04,2.71
1678.85,10.03,74.4,7.48,27.53,72.32,99.92,87.67,445.8,199.74,43.27,11.77,32.93,1570.13,45.9,80.39,0.49,59.74,6.15,1.77
1208.61,13.89,78.25,7.71,136.66,86.58,80.12,77.24,49.3,239.97,32.75,5.81,64.99,2696.27,19.45,71.33,0.57,30.9,9.33,9.21
811.92,17.54,65.81,5.87,34.3,80.28,129.91,81.18,124.7,84.16,22.65,7.06,58.95,470.61,1.27,55.31,0.43,86.12,2.91,1.14
1100.65,13.83,70.72,5.24,112.12,99.3,145.13,27.51,249.62,218.31,43.58,5.36,96.75,2509.77,47.46,25.47,0.06,1.22,8.6,5.7
975.26,39.15,59.05,6.79,130.43,49.24,112.75,70.35,207.32,270.51,39.68,9.81,75.04,1777.02,44.42,86.72,0.51,76.49,5.83,6.59
1139.27,37.22,71.81,4.09,149.74,89.01,29.4,36.57,173.18,198.36,27.24,6.57,93.28,1204.44,45.31,33.35,0.58,38.11,5.35,2.21
773.9,13.67,60.78,7.54,148.35,38.18,84.29,43.84,213.58,64.83,39.29,9.82,74.46,2096.95,9.19,50.73,0.25,59.99,1.12,6.34
257.28,31.44,50.78,5.73,26.74,130.9,93.35,95.34,198.23,94.94,17.7,5.83,21.44,2501.18,19.47,19.9,0.82,87.99,1.19,4.85
390.75,25,41.87,5.4,75.84,135.93,102.48,58.19,398.74,56.2,41.34,5.85,28.3,2770,47.17,82.17,0.76,21.81,9.36,1.97
581.5,39.89,20.91,5.65,143.04,130.67,85.4,61.67,93.98,69.89,42.99,10.38,29.11,2490.2,8.72,65.93,0.83,78.11,0.25,1.99
1309.47,21.79,65.56,5.35,16.18,90.58,141.07,82.85,335.88,216.14,35.58,9.58,72.44,2408.48,2.21,73.38,0.88,21.82,6.8,4.39
1546.23,38.83,22.28,8.9,130.93,99.11,147.36,26.51,353.82,187.41,32.72,6.48,29.45,367.86,2.3,26.36,0.69,23.71,6.32,4.77
270.49,20.89,20.37,5.94,135.61,123.55,39.48,63.16,261.94,181.83,10.57,5.72,77.75,2017.76,9.43,11.17,0.47,10.77,2.54,5.54
1528.49,17.47,37.46,8.64,56.29,74.74,88.72,44.83,463.14,257.22,19.2,9.77,73.6,1212.47,13.69,34.92,0.11,82.69,1.06,3.29
1549.37,39.13,65.39,4.42,99.81,74.79,10.25,12.32,58.66,48.73,28.05,6.06,23.78,1775.29,36.05,83.68,0.72,98.59,3.05,7.92
1075.96,33.14,10.2,8.35,63,115.21,24.14,51.76,145.3,257.03,28.14,8.25,73.52,306.89,18.74,43.9,0.55,95.68,7.28,6.68
378.14,30.9,63.92,7.86,39.17,11.34,80.42,87.6,254.23,145.21,11.44,10.59,36.7,2852.66,20.41,18.35,0.04,19.71,0.13,3.72
845.77,12.44,15.79,5.8,67.37,102.68,73.55,71.91,313.37,285.07,4.16,6.9,30.68,69.34,29.91,75.37,0.35,22.67,0.62,2.19
321.33,37.05,14.94,8.16,110.05,11.58,53.49,15.92,228.25,136.51,33.77,11.64,59.95,1255.07,38.39,85.48,0.88,68.66,9.76,3.46
661.76,22.7,54.58,4.42,105.15,73.57,139.73,32.71,320.33,156.62,28.35,10.61,60.85,1408.01,26.31,12.18,0.51,32.5,6.15,8.19
1564.63,19.92,45.4,4.97,118.6,106.82,35.67,64.48,59.59,145.68,23.41,11.17,33.79,920.25,32.6,12.94,0.74,57.08,8.38,1.23
1414.13,26.25,55.05,8.06,39.58,72.39,93.83,55.95,247.46,155.37,32.12,11.31,57.18,1181.22,48.53,7.35,0.86,43.27,6.13,5.03
451.91,25.6,59.97,5.12,147.5,106.19,12.85,21.95,70.11,252.4,29.65,11.56,51.56,2052.8,22.32,77.3,0.85,81.85,0.38,2.22
550.98,27.34,62.4,8.08,53.1,108.2,45.95,45.52,136.58,73.81,2.25,8.36,74.83,1994.73,11.65,63.33,0,35.38,9.94,3.95
1079.83,38.25,66,8.15,139.03,35.34,93.68,60.31,60.91,91.63,32.19,5.1,99.72,1080.39,15.11,18.19,0.33,33.71,6.75,8.59
584.86,17.18,33.32,8.01,11.58,93.41,83.98,14.34,168.41,111.09,6.14,7.35,20.49,819.98,10.27,90.98,0.64,23.34,4.21,4.74
957.01,18,61.08,7.47,88.73,62.53,45.22,57.31,159.18,219.87,3.18,7.14,35.3,1748.85,35.02,72.13,0.62,79.23,7.28,2.95
743.02,37.19,76.86,5.23,145.08,52.63,79.73,85.52,178.76,281.09,30.37,5.58,96.74,1316.2,46.43,74.84,0.41,53.54,6.39,5.47
459.47,29.67,30.25,5.06,136.95,16.07,136.86,76.63,152.47,64.21,40.47,9.97,31.01,801,40.27,87.49,0.75,8.95,8.67,5.84
390.68,20.49,75.54,6.66,67.38,77.46,148.51,11.16,275.03,143.62,44.05,5.77,76.27,1462.67,23.11,68.21,0.99,29.78,0.54,7.15
981.08,37.84,61.4,6.57,149.72,56.62,54.07,47.95,253.85,70.29,4.54,5.44,53.98,87.16,23.82,68.59,0.23,9.31,8.62,9.52
669.65,25.88,38.38,5.47,84.45,53.95,111.47,46.94,239.94,173.14,37.12,11.37,81.48,1214.43,8.23,35.75,0.06,35.87,9.02,3.84
278.52,14.25,41.76,7.67,119.91,11.11,93.31,99.81,384.94,292.05,48.23,10.97,40.26,1482.26,44.4,75.95,0.94,86.42,9.14,3.31
731.48,24.42,35.29,6.13,80.74,46.89,89.76,44.91,181.9,256.42,24.87,6.25,94.81,2215.6,28.37,69.62,0.18,80.11,5.73,5.72
276.84,24.45,50.51,6.5,145.85,139.68,41.35,44.79,193.85,128.46,30.54,5.87,89.73,2532.86,45.05,1.77,0.39,41.5,0.35,1.47
1853.95,23.55,30.47,7.32,15.9,106.79,22.09,36.02,111.95,117.82,16.45,9.53,37.55,1004.63,27.11,46.09,0.48,62.09,5.15,3.98
346.88,25.5,18.56,6.18,124.7,142.97,85.18,49.91,262.01,50.72,4.06,9,77.61,1369.83,28.9,52.28,0.36,73.83,5.59,3.11
1499.88,10.51,14.3,6.39,92.96,54.07,143.23,49.97,215.77,112.26,49.4,6.63,79.94,2421.34,1.9,50.77,0.6,88.37,1.3,9.55
241.09,24.4,40.23,6.3,65.28,51.16,75.06,23.01,462.08,197.12,7.23,7.12,35.43,1535.01,33.87,13.77,1,44.81,9.51,2.33
1981.35,26.49,45.27,7.16,136.3,93.74,94.28,28.14,485.67,70.78,8.32,8.93,51.13,1836.03,48.28,77,0.86,78.86,1.59,1.48
1277.53,23.06,43.17,4.81,90.38,143.75,129.68,99.1,487.12,179.89,47.77,6.26,39.94,1661.37,45.03,33.31,0.38,61.68,0.19,6.04
1772.22,24.9,39.79,6.45,69.68,84.81,99.98,89.56,220.13,39.23,46.09,7.67,20.44,21.17,3.27,62.33,0.25,38.35,7.96,8.19
1045.38,31.02,63.64,5.52,15.91,86.76,56.68,46.45,348.94,16.75,23.44,6.82,68.42,2705.96,45.13,76.42,0.99,79.98,2.16,9.16
1665.08,32.69,69.37,4.91,89.44,97.44,141.33,44.55,30.12,181,6.73,5.46,76.33,1404.15,29.8,89.09,0.81,79.54,0.38,6.98
405.5,33.27,47.9,8.51,64.67,146.43,38.13,64.56,145.71,280.93,12.11,8.46,51.67,654.06,37.57,32.92,0.85,81.85,9.4,6.14
1361.18,34.92,43.73,6.94,78.53,90.54,21.63,37.2,44.02,64.52,49.48,5.02,89.65,2518.71,40.64,41.03,0.58,98.35,1.19,3.59
1330.28,16.08,58.77,8.89,99.81,59.49,70.01,60.8,108.33,77.39,29.99,10.03,35.18,1049.38,43.47,64.73,0.73,82.99,6.85,3.97
478.82,30.56,61.83,5.17,67.22,55.8,94.94,70.48,156.58,28.3,24.81,6.86,97.55,2.88,15.33,48.97,0.82,80.78,2.4,8.79
443.37,15.09,59.48,6.42,110.39,148.52,59.74,88.5,136.74,37.38,33.12,9.06,82,1222.71,26.88,8.79,0.79,15.78,4.17,5.07
227.88,35.85,27.29,8.72,25.98,146.31,105.16,68.72,198.13,103.71,43.12,8.4,43.62,1722.78,27.84,18.53,0.59,75.16,2.86,9.16
303.39,34.86,59.74,8.21,107.17,11.96,103,31.46,328.45,173.86,35.77,7.5,30.63,223.15,19.77,29.83,0.19,91.6,0.07,3.12
1874.51,27.33,14.12,5.03,23.75,88.95,87.02,22.57,119.17,275.88,12.64,9.76,25.74,1409.4,1.35,10.8,0.01,87.49,6.49,5.33
1827.6,32.5,26.02,5.76,135.43,13.36,24.43,58.27,474.28,206.18,6.49,8.96,64.82,1489.77,0.41,56.35,0.08,37.53,3.02,3.54
1534.28,34.02,26.14,8.37,123.73,25.71,113.02,28.05,374.7,156.02,20.41,8.66,33.07,1030.76,14.63,20.81,0.66,80.14,6.11,7.75
1857.42,19.66,59.1,7.7,93.46,53.23,87.7,86.42,23.93,195.32,30.65,7.01,38.27,2725.4,5.21,88.58,0.48,45.82,6.81,8.84
1855.01,15.9,35.49,6.19,101.43,102.71,134.09,58.12,170.2,181.92,23.78,6,89.33,1822.29,28.22,30.99,0.28,5.52,7.5,1.05
414.81,19.55,24.47,8.3,116.41,143.05,40.53,66.79,21.8,57.14,8.3,5.55,71.5,429.65,28.33,4.3,0.07,76.88,0.06,4.89
1971.34,37.46,29.02,5.95,121.17,83.41,22.92,96.62,306.62,227.87,32.02,8.3,82.74,1911.78,25.73,40.93,0.67,38.39,6.43,3.28
1709.71,30.59,21.06,8.98,26.44,94.31,67.28,60.75,424.84,241.28,14.56,6.48,73.4,179.76,43.92,13.94,0.39,22.78,6.54,1.06
1771.79,39.52,13.31,4.15,47.63,58.75,103.27,31.61,45.74,69.39,30.44,9.58,32.65,694.05,4.97,63.3,0.02,33.81,0.06,2.05
1479,32.87,41.8,7.46,116.02,128.85,105.39,80.93,24.44,229.99,2.72,8.96,31.31,945.37,11.35,14.28,0.5,68.43,6.37,6.1
636.76,30.55,45.88,6.85,69.28,131.24,127.55,39.78,455.16,262.27,34.45,5.37,80.82,2027.61,24.08,62.72,0.12,94.04,7.68,6.73
1305.35,38.8,75.67,4.68,41.59,70.55,79.6,57.57,491.78,197.6,10.29,10.71,35.88,1751.64,49.35,55.34,0.35,43.98,2.42,4.38
654.97,31.31,22.64,7.28,72.81,92.28,25.32,94.8,450.64,112.21,7.62,11.18,75.58,2700.42,35.01,40.66,0.48,76.47,8.72,3.92
1883.44,20.5,45.72,6.96,138.58,77.61,11.56,98.16,178.99,211.16,27.52,5.54,59.45,1074.39,35.96,23.02,0.76,1.04,9.1,2.29
932.48,27.76,66.61,8.88,132.5,15.67,61.68,43.02,141.97,135.27,28.34,7,92.36,1987.74,2.86,94.2,0.53,75.84,0.52,3.61
1154.39,34.19,69.24,8.05,133.58,116.15,105.18,29.74,88.87,78.92,22.66,7.93,40.06,1758.42,44.76,73.19,0.51,17.98,0.84,8.74
1361.68,34.58,71.3,4.14,81.4,126.59,122.31,64.03,494.17,36.24,40.19,10.72,56.47,2045.33,43.4,19.15,0.04,98.83,8.52,7.86
260.08,13.21,33.77,7.69,72.01,76.35,118.63,71.75,375.97,174.87,40.76,9.88,62.14,2653.34,39.14,95.85,0.97,33.15,3.36,3.58
1309.25,28.44,37,7.9,38.43,75.47,143.12,10.28,410.73,196.26,7.7,10.24,67.36,2358.71,43.87,90.41,0.51,53.65,3.38,8.83
1338.13,27.35,24.54,6.44,122.42,38.86,129.1,33.07,396.47,99.77,11.2,10.44,60.33,1467.47,24.85,18.09,0.84,56.39,9.13,6.24
577.48,25.32,65.55,6.6,131.1,89.06,70.63,78.7,305.82,220.53,48.99,10.13,91.77,2995.04,32.66,73.93,0.23,52.14,3.12,5.06
831.72,10.55,17.12,5.93,51.76,120.67,65.8,52.96,118.07,188.36,42.74,10.78,20.94,1892.79,15.21,82.81,0.63,12.01,3.82,3.43
1297.69,19.96,15.21,5.19,41.78,32.18,69.36,65.04,405.5,139.72,45.71,5.8,42.6,2641.42,30.2,33.57,0.4,94.96,3.53,2.01
1011.86,38.9,28.68,4.14,78.25,116.96,49.07,30.8,416.65,180.18,28.16,11.23,30.38,1438.72,6.32,63.19,0.56,7.55,3.05,4.82
942.43,24.29,10.36,8.03,87.11,21.64,11.02,47.74,30.35,251.9,3.55,7.95,21.92,2859.89,37.1,5.35,0.95,87.46,7.98,8.12
1004.94,26.84,30.76,7.95,122.92,118.18,100.08,53.13,173.32,72.82,14.6,9.74,76.98,1605.39,24.17,41.64,0.66,71.1,9.78,8.76
1659.4,30.99,34.34,8.7,52.39,68.31,72.72,48.7,203.66,124.89,43.42,5.53,43.77,1391.26,26.35,66.37,0.06,23.18,6.93,8.72
423.21,39.95,78.88,8.37,54.81,47.16,103.37,89.95,430.51,150.66,2.06,10,85.69,2071.05,3.97,68.94,0.37,37.5,4.5,3.19
1660.23,11.11,13.21,5.41,51.61,121.07,42.97,16.65,250.94,217.79,30.22,11.44,42.28,2386.69,27.57,57.11,0.45,33.16,3.96,8.21
794.85,39.79,73.92,8.85,101.09,67.53,63.81,93.6,364.84,111.77,23.13,10.87,73.06,611.01,36.31,23.07,0.83,29.1,9.66,8.87
1236.98,34.44,41.32,7.05,37.56,134.52,124.62,44.07,180.03,33.76,8.34,9.31,30.91,1530.89,36.08,79.74,0.31,80.1,0.5,4.96
519.08,19.12,61.01,7.17,88.69,145.39,56.11,60.9,237.7,43.73,36.43,10.71,48.31,1964.05,14.85,23.69,0.29,22.9,3.19,5.9
1172.63,22.78,62.03,7.35,25.44,18.3,41.75,33.84,54.83,211.15,8.04,7.26,29.31,2312.99,17.78,92.48,0.54,18.97,5.57,8.83
350.94,17.17,13.45,4.49,145.09,69.44,98.1,53.41,59.58,213.04,38.88,10.09,61.47,1501.72,40.8,36.43,0.26,46.14,5.72,6.22
544.96,38.32,35.03,4.54,140.05,136.46,139.49,49.21,110.83,185.44,19.07,8.43,49.13,1508.46,34.94,8.6,0.12,12.01,4.68,3.23
1932.7,36.43,64.1,7.94,89.72,47.67,140.56,39.82,332.55,78.05,1.22,10.55,80.63,394.07,34.2,2.35,0.22,35.29,8.61,2.93
1700.33,25.74,10.49,6.86,87.55,52.46,116.1,38.68,366.89,227.5,19.16,6.69,43.81,1987.78,35.14,46.68,0.27,32.35,7,9.36
1316.18,32.51,42.15,5.85,28.43,138.92,113.51,83.25,231.19,278.8,43.97,6.98,23.6,2556.34,39.49,59.9,0.61,36.68,1.22,9.27
788.28,22.87,35.2,7.72,134.25,97.99,116.5,97.87,49.49,288.42,14.81,7.67,88.3,226.3,29.15,57.4,0.99,88.52,3.42,2.46
349.62,33.52,63.81,7.24,136.25,119.64,149,94.4,173.12,119.42,33.36,9.26,93.25,1356.28,15.39,69.07,0.24,55.97,9.12,8.83
257.42,20.02,17.46,6.91,40.38,115.17,94.89,12.4,83,155.74,4.37,11.09,68.89,2875.6,35.37,40.98,0.66,28.54,8.41,9.12
365.14,12.1,70.07,4.8,54.22,25.85,72.08,43.8,390.75,178.53,30.73,10.71,29.24,2016.67,10.68,55.51,0.93,55.98,0.35,9.34
1260.7,29.81,43.37,5.82,86.96,74.95,84.13,18.01,49.29,256.17,10,10.32,30.68,2566.39,31.69,20.63,0.51,33.08,0.02,7.34
1166.41,16.33,10,5.83,92.48,94.31,77.49,50.46,182.41,214.47,26.77,6.02,72.3,497.73,34.8,61.49,0.23,78.83,9.75,6.75
1063.02,10.95,17.67,7.58,32.36,33.15,45.56,22.58,398.67,46.41,41.96,9.55,80.72,2607.61,7.01,59.02,0.95,72.24,0.75,9.5
1296.7,18.62,57.76,5.36,56.85,147.83,99.57,80.42,197.53,278.54,31.9,6.19,55.9,1827.25,16.4,1.12,0.76,60.56,7.52,8.91
881.71,23.86,56.68,6.62,20.48,100.26,59.61,90.46,156.66,271.56,32.75,11.12,32.59,603.38,19.34,99.36,0.54,77.57,6.95,4.84
703.52,31.35,40.68,5.11,27.19,71.32,47.7,34.09,272.33,53.21,20.87,6.3,26.05,1053.03,9.81,16.49,0.21,27.08,9.63,6.47
1431.49,34.45,66.77,6.8,103.28,121.13,139.38,50.59,173.69,76.34,29.26,6.57,91.69,2090.19,18.28,34.92,0.39,27.33,1.68,8.08
595.02,38.53,73.43,5.15,140.04,101.42,79.05,64.15,111.26,234.34,5.41,11.24,88.92,1243.27,42.92,91.13,0.57,82.77,4.67,1.77
1807.85,20.49,43.31,6.12,89,134.2,109.58,57.73,28.08,19.85,30.73,7.87,96.06,1272.92,47.04,71.08,0.83,48.82,5.11,6.08
363.41,14.59,33.16,6.68,138.12,51.64,110.17,70.48,187.75,279.15,10.86,6.23,39.36,1162.79,22.64,88,0.42,77.1,8.34,3.87
1411.05,26.74,12.95,5.48,30.52,67.11,10.7,23.66,438.17,197.37,18.62,7.8,82.73,2805.04,11.13,60.37,0.25,87.87,8.81,6.6
1370.18,31.22,70.45,5.2,89.3,59.49,81.61,63.91,162.98,131.62,25.3,9.2,99.11,1580.35,5.32,98.22,0.2,70.97,4.02,7.58
1286.74,36.84,13.86,4.94,17.04,15.59,85.86,62.51,21.86,65.38,20.29,7.47,87.37,1329.86,48.17,81.22,0.64,22.12,1.35,5.33
1985.87,36.78,55.74,4.07,25.09,22.93,60.36,76.84,49.85,49.47,13.89,9.25,89.61,1529.88,46.32,29.62,0.78,96.94,5.17,2.63
1811.69,25.16,49.06,8.67,59.51,13.44,61.92,90.7,175.24,14.58,48.75,5.06,27.32,2413.59,43.67,11.63,0.67,24,7.18,7.34
1624.5,35.96,26.53,7.04,24.15,16.63,41.38,98.97,204.87,23.89,36.12,5.54,82.45,129.89,16.19,43.96,0.01,30.27,6.06,1.18
1522.35,24.19,40.8,7.38,15.64,120.81,59.19,90.36,77.68,176.17,4.66,7.49,39.21,2490.71,15.79,63.03,0.32,70.72,8.55,3.75
1415.74,21.03,70.25,5.37,75.01,136.78,80.83,53.12,59.11,152.03,11.46,7.28,76.28,288.34,2.55,77.23,0.08,40.76,9.93,8.08
585.55,29.29,52.02,6.08,124.11,31.05,47.5,38.31,259.32,16.53,29.79,11.9,41.89,1714.6,32.21,95.65,0.95,39.11,9.18,2.78
393.18,10.5,31.41,5.48,147.8,112.24,113.71,83.2,459.5,27.14,4.02,11.96,49.2,1542.88,37.97,25.68,0.17,79.4,5.94,8.47
960.95,22.19,60.88,4.1,147.46,55.62,135.13,43.5,288.44,183.26,1.48,7.12,97.63,1002.98,0.29,81.68,0.1,3.71,8.35,3.45
1922.8,28.92,64.6,4.16,59.31,77.68,140.89,68.19,139.29,12.02,26.55,9.84,31.07,508.33,11.73,78.9,0.84,64.33,2.59,8.84
1513.5,38.61,76.74,8.72,123.25,117.11,106.82,62.11,403.67,122.66,9.5,5.44,24.21,2311.41,9.04,31.23,0.14,18.96,4.23,4.76
1548.21,26.36,36.9,5.14,121.62,10.71,128.96,14.87,397.93,268.83,2.64,8.64,20.09,2801.83,9.8,3.14,0.07,91.28,0.26,4.97
1575.05,21.92,39.21,6.31,129.84,110.51,22.77,74.89,15.47,283.12,20.33,5.66,52.33,184.15,49.58,9.3,0.39,15.92,3.28,5.54
1115.99,28.34,32.73,7.18,128.15,133.13,70.18,22.48,252.48,122.04,34.54,9.62,49.64,2902.72,3.7,66.66,0.4,21.52,5.56,5.24
464.64,23.22,39.27,5.04,32.18,64.25,99.69,67.06,256.33,54.25,25.92,6.82,78.88,800.47,34.18,16.14,0.47,54.95,7.07,7.64
1898.36,17.76,43.09,4.75,139.26,133.67,58.87,21.33,264.72,270.01,16.8,6.98,47.51,2560.31,42.21,87.9,0.66,61.76,2.66,4.08
